Date,Close,High,Low,Open,Volume
2011-02-22,0.53199303150177,0.5698124309644412,0.5301593321852802,0.5682079782172459,1396648000
2011-02-23,0.506780207157135,0.5370357353876997,0.4992163250994939,0.531993183780998,1491604000
2011-02-24,0.5191575884819031,0.5280966785746594,0.5056342753589466,0.5093015663469503,1246120000
2011-02-25,0.5299301147460938,0.5386400084754044,0.5258043324683384,0.5331390200859677,775652000
2011-02-28,0.5193867087364197,0.5388694489940984,0.507467850729596,0.5386402023533278,903696000
2011-03-01,0.4962367117404938,0.5269506848486938,0.4962367117404938,0.520303624034164,988448000
2011-03-02,0.47560784220695496,0.5049465469694424,0.4641474234671365,0.49554896534948023,1718140000
2011-03-03,0.4783584177494049,0.4893604550083056,0.4639182814173224,0.48660993203168057,1593704000
2011-03-04,0.4758371114730835,0.4836301865523962,0.47056531253176115,0.4788168262941612,959760000
2011-03-07,0.46919000148773193,0.480879667517479,0.45727117078828383,0.47927521426782554,1019140000
2011-03-08,0.4481028616428375,0.4767539118002601,0.43824686760012804,0.474232635780685,1947184000
2011-03-09,0.43870535492897034,0.4510826263643137,0.4348087898162624,0.44672764986299296,1318976000
2011-03-10,0.4107418656349182,0.431829033403602,0.4102834269664578,0.42862012666716215,1722736000
2011-03-11,0.41372150182724,0.4251819479680456,0.4047823860794883,0.4141799404389555,1486832000
2011-03-14,0.41715967655181885,0.4274740540250442,0.4102833975792068,0.4169304572340069,1003360000
2011-03-15,0.40478232502937317,0.4116585752824899,0.3898837554904974,0.3967600057436141,1256280000
2011-03-16,0.40180259943008423,0.42059770476740804,0.3965308022580004,0.4011149689600231,1476520000
2011-03-17,0.4093666076660156,0.4132631451136059,0.3942388419003153,0.41257551442902,1238516000
2011-03-18,0.4038655757904053,0.41715969571055966,0.4034071644575232,0.4157844343881171,886960000
2011-03-21,0.407074511051178,0.416701258367228,0.4029487543946432,0.41257550171069324,751832000
2011-03-22,0.3999690115451813,0.40982497749562413,0.3981353390133184,0.4059284404427871,718332000
2011-03-23,0.4082205891609192,0.40936663126001577,0.3905715189757921,0.3992814443936862,782396000
2011-03-24,0.44076815247535706,0.4458107589508161,0.41601364071179625,0.41693046334890027,1780592000
2011-03-25,0.42701560258865356,0.44581071052170507,0.4263279720236261,0.44466466868792354,1196392000
2011-03-28,0.44283103942871094,0.4501657024146806,0.4332042652280933,0.43710080237778387,1204284000
2011-03-29,0.43939289450645447,0.4444354733825361,0.4334334657195799,0.4428310201933911,715764000
2011-03-30,0.42288991808891296,0.4446647439395588,0.41738889996153605,0.44283107123043314,1176320000
